# Measurement : DC Voltage
# Unit        : V
Timestamp,HP 3458A
2026-03-22 15:19:18.991,-9.339484139
2026-03-22 15:19:19.118,-9.34511858
2026-03-22 15:19:19.245,-9.348847642
2026-03-22 15:19:19.368,-9.352612379
2026-03-22 15:19:19.494,-9.358149607
2026-03-22 15:19:19.621,-9.361866718
2026-03-22 15:19:19.748,-9.367472619
2026-03-22 15:19:19.876,-9.371245204
2026-03-22 15:19:20.000,-9.374912371
2026-03-22 15:19:20.130,-9.380458339
2026-03-22 15:19:20.253,-9.384105172
2026-03-22 15:19:20.380,-9.387856352
2026-03-22 15:19:20.504,-9.393313669
2026-03-22 15:19:20.628,-9.397033991
2026-03-22 15:19:20.754,-9.400725238
2026-03-22 15:19:20.884,-9.406234461
2026-03-22 15:19:21.007,-9.410001695
2026-03-22 15:19:21.134,-9.413755551
2026-03-22 15:19:21.260,-9.419396592
2026-03-22 15:19:21.386,-9.423162756
2026-03-22 15:19:21.513,-9.426862208
2026-03-22 15:19:21.638,-9.432568533
2026-03-22 15:19:21.768,-9.436076948
2026-03-22 15:19:21.894,-9.44190421
2026-03-22 15:19:22.019,-9.445414052
2026-03-22 15:19:22.147,-9.44913812
2026-03-22 15:19:22.274,-9.454606496
2026-03-22 15:19:22.398,-9.458370698
2026-03-22 15:19:22.526,-9.462169504
2026-03-22 15:19:22.653,-9.467756854
2026-03-22 15:19:22.779,-9.471252426
2026-03-22 15:19:22.907,-9.476977124
2026-03-22 15:19:23.035,-9.480544402
2026-03-22 15:19:23.162,-9.484365683
2026-03-22 15:19:23.286,-9.489743802
2026-03-22 15:19:23.413,-9.493577391
2026-03-22 15:19:23.538,-9.497139139
2026-03-22 15:19:23.665,-9.502791596
2026-03-22 15:19:23.792,-9.506660502
2026-03-22 15:19:23.919,-9.510302876
2026-03-22 15:19:24.046,-9.516273371
2026-03-22 15:19:24.171,-9.520870574
2026-03-22 15:19:24.297,-9.527744349
2026-03-22 15:19:24.425,-9.529910865
2026-03-22 15:19:24.551,-9.534297766
2026-03-22 15:19:24.679,-9.539377111
2026-03-22 15:19:24.805,-9.542868046
2026-03-22 15:19:24.934,-9.546052892
2026-03-22 15:19:25.059,-9.551520198
2026-03-22 15:19:25.184,-9.555826296
2026-03-22 15:19:25.309,-9.560105639
2026-03-22 15:19:25.435,-9.565312877
2026-03-22 15:19:25.562,-9.568153107
2026-03-22 15:19:25.688,-9.572172739
2026-03-22 15:19:25.816,-9.575094129
2026-03-22 15:19:25.943,-9.577883345
2026-03-22 15:19:26.070,-9.582538162
2026-03-22 15:19:26.195,-9.586059955
2026-03-22 15:19:26.323,-9.589636152
2026-03-22 15:19:26.450,-9.594535875
2026-03-22 15:19:26.579,-9.597292449
2026-03-22 15:19:26.703,-9.600545612
2026-03-22 15:19:26.830,-9.606000253
2026-03-22 15:19:26.957,-9.609698635
2026-03-22 15:19:27.084,-9.615242463
2026-03-22 15:19:27.210,-9.618695047
2026-03-22 15:19:27.338,-9.622600342
2026-03-22 15:19:27.462,-9.628135786
2026-03-22 15:19:27.590,-9.631949575
2026-03-22 15:19:27.717,-9.635339729
2026-03-22 15:19:27.845,-9.640789019
2026-03-22 15:19:27.970,-9.644466175
2026-03-22 15:19:28.097,-9.649704628
2026-03-22 15:19:28.224,-9.653423166
2026-03-22 15:19:28.349,-9.657161326
2026-03-22 15:19:28.476,-9.662517148
2026-03-22 15:19:28.603,-9.666141684
2026-03-22 15:19:28.731,-9.66965438
2026-03-22 15:19:28.859,-9.675272945
2026-03-22 15:19:28.985,-9.678847002
2026-03-22 15:19:29.111,-9.684489648
2026-03-22 15:19:29.238,-9.688125064
2026-03-22 15:19:29.364,-9.691804004
2026-03-22 15:19:29.491,-9.6971452
2026-03-22 15:19:29.618,-9.700846614
2026-03-22 15:19:29.746,-9.704383391
