# Measurement : DC Voltage
# Unit        : V
Timestamp,HP 34401A,HP 34401A
2026-03-20 18:58:11.049,5.0298429,5.0297591
2026-03-20 18:58:14.203,5.0298455,5.0297604
2026-03-20 18:58:17.366,5.0298429,5.0297604
2026-03-20 18:58:20.533,5.0298455,5.0297618
2026-03-20 18:58:23.680,5.0298455,5.0297578
2026-03-20 18:58:26.844,5.0298403,5.0297604
2026-03-20 18:58:29.989,5.0298442,5.0297618
2026-03-20 18:58:33.130,5.0298467,5.0297565
2026-03-20 18:58:36.284,5.0298429,5.0297618
2026-03-20 18:58:39.444,5.0298442,5.0297631
2026-03-20 18:58:42.594,5.0298467,5.0297618
2026-03-20 18:58:45.744,5.0298467,5.0297618
2026-03-20 18:58:48.913,5.0298493,5.0297591
2026-03-20 18:58:52.083,5.0298455,5.0297631
2026-03-20 18:58:55.246,5.029848,5.0297604
2026-03-20 18:58:58.415,5.0298467,5.0297631
2026-03-20 18:59:01.581,5.0298455,5.0297657
2026-03-20 18:59:04.736,5.0298467,5.0297644
2026-03-20 18:59:07.880,5.0298493,5.0297604
2026-03-20 18:59:11.022,5.0298467,5.0297604
2026-03-20 18:59:14.170,5.029848,5.0297618
2026-03-20 18:59:17.329,5.0298442,5.0297631
2026-03-20 18:59:20.483,5.0298467,5.0297591
2026-03-20 18:59:23.629,5.0298455,5.0297604
2026-03-20 18:59:26.791,5.0298493,5.0297631
2026-03-20 18:59:29.948,5.0298519,5.0297618
2026-03-20 18:59:33.112,5.0298455,5.0297657
2026-03-20 18:59:36.274,5.0298493,5.0297644
2026-03-20 18:59:39.425,5.0298455,5.0297671
2026-03-20 18:59:42.575,5.0298493,5.0297618
2026-03-20 18:59:45.741,5.0298506,5.0297631
2026-03-20 18:59:48.896,5.029848,5.0297618
2026-03-20 18:59:52.050,5.029848,5.0297644
2026-03-20 18:59:55.208,5.0298493,5.0297631
2026-03-20 18:59:58.362,5.0298532,5.0297671
2026-03-20 19:00:01.528,5.0298519,5.0297644
2026-03-20 19:00:04.686,5.0298532,5.0297671
2026-03-20 19:00:07.853,5.0298519,5.0297657
2026-03-20 19:00:11.020,5.0298493,5.0297657
2026-03-20 19:00:14.186,5.0298506,5.0297631
2026-03-20 19:00:17.351,5.0298519,5.0297631
2026-03-20 19:00:20.507,5.0298506,5.0297604
2026-03-20 19:00:23.665,5.0298493,5.0297671
2026-03-20 19:00:26.826,5.0298493,5.0297684
2026-03-20 19:00:29.975,5.0298493,5.0297657
2026-03-20 19:00:33.113,5.0298493,5.0297657
2026-03-20 19:00:36.274,5.0298506,5.0297671
2026-03-20 19:00:39.433,5.0298493,5.0297671
2026-03-20 19:00:42.596,5.0298532,5.0297671
2026-03-20 19:00:45.746,5.0298532,5.0297644
2026-03-20 19:00:48.902,5.0298519,5.029783
2026-03-20 19:00:52.066,5.0298532,5.0297697
2026-03-20 19:00:55.215,5.0298532,5.0297697
2026-03-20 19:00:58.361,5.0298545,5.0297671
2026-03-20 19:01:01.529,5.0298493,5.0297644
2026-03-20 19:01:04.662,5.0298532,5.0297657
2026-03-20 19:01:07.816,5.0298545,5.0297657
2026-03-20 19:01:10.980,5.0298558,5.0297684
2026-03-20 19:01:14.131,5.0298545,5.0297684
2026-03-20 19:01:17.282,5.0298519,5.0297684
2026-03-20 19:01:20.431,5.0298584,5.0297697
2026-03-20 19:01:23.589,5.0298558,5.0297684
2026-03-20 19:01:26.744,5.0298545,5.0297671
2026-03-20 19:01:29.899,5.0298519,5.029771
2026-03-20 19:01:33.058,5.0298506,5.0297684
2026-03-20 19:01:36.214,5.0298506,5.0297737
2026-03-20 19:01:39.381,5.0298532,5.0297684
2026-03-20 19:01:42.546,5.0298532,5.0297684
2026-03-20 19:01:45.673,5.0298532,5.0297697
2026-03-20 19:01:48.829,5.0298532,5.0297657
2026-03-20 19:01:51.973,5.0298545,5.0297684
2026-03-20 19:01:55.116,5.0298558,5.0297684
2026-03-20 19:01:58.262,5.0298532,5.0297671
2026-03-20 19:02:01.427,5.0298558,5.0297697
2026-03-20 19:02:04.596,5.0298558,5.0297737
2026-03-20 19:02:07.761,5.0298558,5.0297737
2026-03-20 19:02:10.931,5.0298597,5.0297657
2026-03-20 19:02:14.082,5.0298584,5.0297697
2026-03-20 19:02:17.249,5.0298558,5.029771
2026-03-20 19:02:20.405,5.0298571,5.0297724
2026-03-20 19:02:23.555,5.0298571,5.0297684
2026-03-20 19:02:26.720,5.0298545,5.0297697
2026-03-20 19:02:29.887,5.0298532,5.0297684
2026-03-20 19:02:33.016,5.0298532,5.029771
2026-03-20 19:02:36.179,5.0298558,5.0297684
2026-03-20 19:02:39.314,5.0298584,5.0297684
2026-03-20 19:02:42.460,5.0298584,5.0297724
2026-03-20 19:02:45.622,5.0298584,5.0297764
2026-03-20 19:02:48.786,5.0298597,5.0297737
2026-03-20 19:02:51.949,5.0298622,5.0297737
2026-03-20 19:02:55.107,5.0298571,5.0297737
2026-03-20 19:02:58.257,5.0298622,5.029775
2026-03-20 19:03:01.412,5.0298571,5.0297764
2026-03-20 19:03:04.581,5.0298597,5.0297684
2026-03-20 19:03:07.740,5.0298558,5.0297737
2026-03-20 19:03:10.905,5.0298571,5.0297724
2026-03-20 19:03:14.065,5.0298635,5.0297737
2026-03-20 19:03:17.214,5.0298571,5.0297737
2026-03-20 19:03:20.377,5.0298597,5.0297724
2026-03-20 19:03:23.521,5.0298571,5.029775
2026-03-20 19:03:26.664,5.0298571,5.0297777
2026-03-20 19:03:29.816,5.0298609,5.0297737
2026-03-20 19:03:32.951,5.0298571,5.029775
2026-03-20 19:03:36.096,5.0298558,5.0297724
2026-03-20 19:03:39.241,5.0298622,5.029775
2026-03-20 19:03:42.382,5.0298571,5.0297737
2026-03-20 19:03:45.546,5.0298597,5.029775
2026-03-20 19:03:48.695,5.0298597,5.029775
2026-03-20 19:03:51.850,5.0298584,5.0297684
2026-03-20 19:03:55.003,5.0298584,5.029775
2026-03-20 19:03:58.161,5.0298622,5.0297764
2026-03-20 19:04:01.323,5.0298584,5.029775
2026-03-20 19:04:04.478,5.0298584,5.0297764
2026-03-20 19:04:07.624,5.0298609,5.0297724
2026-03-20 19:04:10.782,5.0298597,5.0297764
2026-03-20 19:04:13.940,5.0298584,5.029775
2026-03-20 19:04:17.108,5.0298597,5.0297764
